peak,gene
chr1-151277133-151277692,PSMB4
chr1-151280985-151283466,PSMB4
chr1-151311339-151312234,PSMB4
chr1-151326656-151328279,PSMB4
chr1-151340571-151341224,PSMB4
chr1-151346535-151347789,PSMB4
chr1-151398724-151400194,PSMB4
chr1-151443540-151444178,PSMB4
chr1-151457549-151459634,PSMB4
chr1-151472520-151473833,PSMB4
chr1-151510639-151512191,PSMB4
chr1-151539395-151541307,PSMB4
chr1-151593440-151594503,PSMB4
chr1-151611171-151613027,PSMB4
chr1-151619495-151620713,PSMB4
chr1-151653388-151654587,PSMB4
chr1-151720633-151721689,PSMB4
chr1-151762692-151763888,PSMB4
chr1-151789830-151791582,PSMB4
chr1-151815566-151816221,PSMB4
chr1-151836522-151837521,PSMB4
chr1-151837881-151838910,PSMB4
chr1-151839362-151840106,PSMB4
chr1-151897880-151899102,PSMB4
chr1-151830523-151831042,PSMB4
chr1-150922328-150922754,POGZ
chr1-150925622-150926732,POGZ
chr1-150973513-150975267,POGZ
chr1-150977199-150977587,POGZ
chr1-150979108-150979759,POGZ
chr1-151001638-151002296,POGZ
chr1-151006310-151007015,POGZ
chr1-151007828-151009136,POGZ
chr1-151024299-151024931,POGZ
chr1-151047391-151048798,POGZ
chr1-151056181-151056479,POGZ
chr1-151057375-151058516,POGZ
chr1-151058733-151059837,POGZ
chr1-151069980-151071590,POGZ
chr1-151130923-151132155,POGZ
chr1-151145609-151147259,POGZ
chr1-151155830-151157553,POGZ
chr1-151165291-151166747,POGZ
chr1-151189514-151190574,POGZ
chr1-151196325-151196623,POGZ
chr1-151197881-151199680,POGZ
chr1-151251371-151251989,POGZ
chr1-151254149-151255105,POGZ
chr1-151277133-151277692,POGZ
chr1-151280985-151283466,POGZ
chr1-151311339-151312234,POGZ
chr1-151326656-151328279,POGZ
chr1-151340571-151341224,POGZ
chr1-151346535-151347789,POGZ
chr1-151398724-151400194,POGZ
chr1-151443540-151444178,POGZ
chr1-151457549-151459634,POGZ
chr1-151472520-151473833,POGZ
chr1-151510639-151512191,POGZ
chr1-151539395-151541307,POGZ
chr1-151593440-151594503,POGZ
chr1-151611171-151613027,POGZ
chr1-151619495-151620713,POGZ
chr1-151653388-151654587,POGZ
chr1-151720633-151721689,POGZ
chr1-151762692-151763888,POGZ
chr1-151789830-151791582,POGZ
chr1-151815566-151816221,POGZ
chr1-151836522-151837521,POGZ
chr1-151837881-151838910,POGZ
chr1-151839362-151840106,POGZ
chr1-151897880-151899102,POGZ
chr1-151904821-151905636,POGZ
chr1-151909036-151910033,POGZ
chr1-151933808-151934338,POGZ
chr1-151941132-151941739,POGZ
chr1-151944433-151945131,POGZ
chr1-151945400-151946692,POGZ
chr1-151830523-151831042,POGZ
chr1-151130923-151132155,SNX27
chr1-151145609-151147259,SNX27
chr1-151155830-151157553,SNX27
chr1-151165291-151166747,SNX27
chr1-151189514-151190574,SNX27
chr1-151196325-151196623,SNX27
chr1-151197881-151199680,SNX27
chr1-151251371-151251989,SNX27
chr1-151254149-151255105,SNX27
chr1-151277133-151277692,SNX27
chr1-151280985-151283466,SNX27
chr1-151311339-151312234,SNX27
chr1-151326656-151328279,SNX27
chr1-151340571-151341224,SNX27
chr1-151346535-151347789,SNX27
chr1-151398724-151400194,SNX27
chr1-151443540-151444178,SNX27
chr1-151457549-151459634,SNX27
chr1-151472520-151473833,SNX27
chr1-151510639-151512191,SNX27
chr1-151539395-151541307,SNX27
chr1-151593440-151594503,SNX27
chr1-151611171-151613027,SNX27
chr1-151619495-151620713,SNX27
chr1-151653388-151654587,SNX27
chr1-151720633-151721689,SNX27
chr1-151762692-151763888,SNX27
chr1-151789830-151791582,SNX27
chr1-151815566-151816221,SNX27
chr1-151836522-151837521,SNX27
chr1-151837881-151838910,SNX27
chr1-151839362-151840106,SNX27
chr1-151897880-151899102,SNX27
chr1-151904821-151905636,SNX27
chr1-151909036-151910033,SNX27
chr1-151933808-151934338,SNX27
chr1-151941132-151941739,SNX27
chr1-151944433-151945131,SNX27
chr1-151945400-151946692,SNX27
chr1-151967784-151968339,SNX27
chr1-151989210-151989792,SNX27
chr1-152000707-152002043,SNX27
chr1-152034412-152035384,SNX27
chr1-152036214-152037182,SNX27
chr1-152038013-152038530,SNX27
chr1-152047517-152048743,SNX27
chr1-152052436-152052831,SNX27
chr1-152160325-152160971,SNX27
chr1-152188601-152190098,SNX27
chr1-151830523-151831042,SNX27
chr1-151992395-151994546,SNX27
chr1-151277133-151277692,MRPL9
chr1-151280985-151283466,MRPL9
chr1-151311339-151312234,MRPL9
chr1-151326656-151328279,MRPL9
chr1-151340571-151341224,MRPL9
chr1-151346535-151347789,MRPL9
chr1-151398724-151400194,MRPL9
chr1-151443540-151444178,MRPL9
chr1-151457549-151459634,MRPL9
chr1-151472520-151473833,MRPL9
chr1-151510639-151512191,MRPL9
chr1-151539395-151541307,MRPL9
chr1-151593440-151594503,MRPL9
chr1-151611171-151613027,MRPL9
chr1-151619495-151620713,MRPL9
chr1-151653388-151654587,MRPL9
chr1-151720633-151721689,MRPL9
chr1-151762692-151763888,MRPL9
chr1-151789830-151791582,MRPL9
chr1-151815566-151816221,MRPL9
chr1-151836522-151837521,MRPL9
chr1-151837881-151838910,MRPL9
chr1-151839362-151840106,MRPL9
chr1-151897880-151899102,MRPL9
chr1-151904821-151905636,MRPL9
chr1-151909036-151910033,MRPL9
chr1-151933808-151934338,MRPL9
chr1-151941132-151941739,MRPL9
chr1-151944433-151945131,MRPL9
chr1-151945400-151946692,MRPL9
chr1-151967784-151968339,MRPL9
chr1-151989210-151989792,MRPL9
chr1-152000707-152002043,MRPL9
chr1-152034412-152035384,MRPL9
chr1-152036214-152037182,MRPL9
chr1-152038013-152038530,MRPL9
chr1-152047517-152048743,MRPL9
chr1-152052436-152052831,MRPL9
chr1-152160325-152160971,MRPL9
chr1-152188601-152190098,MRPL9
chr1-151830523-151831042,MRPL9
chr1-151992395-151994546,MRPL9
chr1-151398724-151400194,THEM4
chr1-151443540-151444178,THEM4
chr1-151457549-151459634,THEM4
chr1-151472520-151473833,THEM4
chr1-151510639-151512191,THEM4
chr1-151539395-151541307,THEM4
chr1-151593440-151594503,THEM4
chr1-151611171-151613027,THEM4
chr1-151619495-151620713,THEM4
chr1-151653388-151654587,THEM4
chr1-151720633-151721689,THEM4
chr1-151762692-151763888,THEM4
chr1-151789830-151791582,THEM4
chr1-151815566-151816221,THEM4
chr1-151836522-151837521,THEM4
chr1-151837881-151838910,THEM4
chr1-151839362-151840106,THEM4
chr1-151897880-151899102,THEM4
chr1-151904821-151905636,THEM4
chr1-151909036-151910033,THEM4
chr1-151933808-151934338,THEM4
chr1-151941132-151941739,THEM4
chr1-151944433-151945131,THEM4
chr1-151945400-151946692,THEM4
chr1-151967784-151968339,THEM4
chr1-151989210-151989792,THEM4
chr1-152000707-152002043,THEM4
chr1-152034412-152035384,THEM4
chr1-152036214-152037182,THEM4
chr1-152038013-152038530,THEM4
chr1-152047517-152048743,THEM4
chr1-152052436-152052831,THEM4
chr1-152160325-152160971,THEM4
chr1-152188601-152190098,THEM4
chr1-151830523-151831042,THEM4
chr1-151992395-151994546,THEM4
chr1-151510639-151512191,S100A10
chr1-151539395-151541307,S100A10
chr1-151593440-151594503,S100A10
chr1-151611171-151613027,S100A10
chr1-151619495-151620713,S100A10
chr1-151653388-151654587,S100A10
chr1-151720633-151721689,S100A10
chr1-151762692-151763888,S100A10
chr1-151789830-151791582,S100A10
chr1-151815566-151816221,S100A10
chr1-151836522-151837521,S100A10
chr1-151837881-151838910,S100A10
chr1-151839362-151840106,S100A10
chr1-151897880-151899102,S100A10
chr1-151904821-151905636,S100A10
chr1-151909036-151910033,S100A10
chr1-151933808-151934338,S100A10
chr1-151941132-151941739,S100A10
chr1-151944433-151945131,S100A10
chr1-151945400-151946692,S100A10
chr1-151967784-151968339,S100A10
chr1-151989210-151989792,S100A10
chr1-152000707-152002043,S100A10
chr1-152034412-152035384,S100A10
chr1-152036214-152037182,S100A10
chr1-152038013-152038530,S100A10
chr1-152047517-152048743,S100A10
chr1-152052436-152052831,S100A10
chr1-152160325-152160971,S100A10
chr1-152188601-152190098,S100A10
chr1-152458223-152458720,S100A10
chr1-152459634-152460553,S100A10
chr1-151830523-151831042,S100A10
chr1-151992395-151994546,S100A10
chr1-151539395-151541307,S100A11
chr1-151593440-151594503,S100A11
chr1-151611171-151613027,S100A11
chr1-151619495-151620713,S100A11
chr1-151653388-151654587,S100A11
chr1-151720633-151721689,S100A11
chr1-151762692-151763888,S100A11
chr1-151789830-151791582,S100A11
chr1-151815566-151816221,S100A11
chr1-151836522-151837521,S100A11
chr1-151837881-151838910,S100A11
chr1-151839362-151840106,S100A11
chr1-151897880-151899102,S100A11
chr1-151904821-151905636,S100A11
chr1-151909036-151910033,S100A11
chr1-151933808-151934338,S100A11
chr1-151941132-151941739,S100A11
chr1-151944433-151945131,S100A11
chr1-151945400-151946692,S100A11
chr1-151967784-151968339,S100A11
chr1-151989210-151989792,S100A11
chr1-152000707-152002043,S100A11
chr1-152034412-152035384,S100A11
chr1-152036214-152037182,S100A11
chr1-152038013-152038530,S100A11
chr1-152047517-152048743,S100A11
chr1-152052436-152052831,S100A11
chr1-152160325-152160971,S100A11
chr1-152188601-152190098,S100A11
chr1-152458223-152458720,S100A11
chr1-152459634-152460553,S100A11
chr1-151830523-151831042,S100A11
chr1-151992395-151994546,S100A11
chr1-153357164-153358371,S100A9
chr1-153375179-153375874,S100A9
chr1-153386141-153386994,S100A9
chr1-153390615-153391343,S100A9
chr1-153510737-153511232,S100A9
chr1-153532789-153533506,S100A9
chr1-153535198-153536560,S100A9
chr1-153540776-153541132,S100A9
chr1-153544669-153546090,S100A9
chr1-153565430-153566969,S100A9
chr1-153568387-153568854,S100A9
chr1-153572486-153573058,S100A9
chr1-153598419-153599284,S100A9
chr1-153616751-153617931,S100A9
chr1-153633299-153634614,S100A9
chr1-153649178-153650149,S100A9
chr1-153658007-153659125,S100A9
chr1-153670327-153672160,S100A9
chr1-153678402-153679988,S100A9
chr1-153727242-153729074,S100A9
chr1-153734343-153735195,S100A9
chr1-153749041-153749758,S100A9
chr1-153773096-153773879,S100A9
chr1-153774919-153776262,S100A9
chr1-153782979-153784163,S100A9
chr1-153790456-153791645,S100A9
chr1-153797059-153797515,S100A9
chr1-153805032-153806594,S100A9
chr1-153357164-153358371,S100A12
chr1-153375179-153375874,S100A12
chr1-153386141-153386994,S100A12
chr1-153390615-153391343,S100A12
chr1-153510737-153511232,S100A12
chr1-153532789-153533506,S100A12
chr1-153535198-153536560,S100A12
chr1-153540776-153541132,S100A12
chr1-153544669-153546090,S100A12
chr1-153565430-153566969,S100A12
chr1-153568387-153568854,S100A12
chr1-153572486-153573058,S100A12
chr1-153598419-153599284,S100A12
chr1-153616751-153617931,S100A12
chr1-153633299-153634614,S100A12
chr1-153649178-153650149,S100A12
chr1-153658007-153659125,S100A12
chr1-153670327-153672160,S100A12
chr1-153678402-153679988,S100A12
chr1-153727242-153729074,S100A12
chr1-153734343-153735195,S100A12
chr1-153749041-153749758,S100A12
chr1-153773096-153773879,S100A12
chr1-153774919-153776262,S100A12
chr1-153782979-153784163,S100A12
chr1-153790456-153791645,S100A12
chr1-153797059-153797515,S100A12
chr1-153805032-153806594,S100A12
chr1-153357164-153358371,S100A8
chr1-153375179-153375874,S100A8
chr1-153386141-153386994,S100A8
chr1-153390615-153391343,S100A8
chr1-153510737-153511232,S100A8
chr1-153532789-153533506,S100A8
chr1-153535198-153536560,S100A8
chr1-153540776-153541132,S100A8
chr1-153544669-153546090,S100A8
chr1-153565430-153566969,S100A8
chr1-153568387-153568854,S100A8
chr1-153572486-153573058,S100A8
chr1-153598419-153599284,S100A8
chr1-153616751-153617931,S100A8
chr1-153633299-153634614,S100A8
chr1-153649178-153650149,S100A8
chr1-153658007-153659125,S100A8
chr1-153670327-153672160,S100A8
chr1-153678402-153679988,S100A8
chr1-153727242-153729074,S100A8
chr1-153734343-153735195,S100A8
chr1-153749041-153749758,S100A8
chr1-153773096-153773879,S100A8
chr1-153774919-153776262,S100A8
chr1-153782979-153784163,S100A8
chr1-153790456-153791645,S100A8
chr1-153797059-153797515,S100A8
chr1-153805032-153806594,S100A8
chr1-153357164-153358371,S100A6
chr1-153375179-153375874,S100A6
chr1-153386141-153386994,S100A6
chr1-153390615-153391343,S100A6
chr1-153510737-153511232,S100A6
chr1-153532789-153533506,S100A6
chr1-153535198-153536560,S100A6
chr1-153540776-153541132,S100A6
chr1-153544669-153546090,S100A6
chr1-153565430-153566969,S100A6
chr1-153568387-153568854,S100A6
chr1-153572486-153573058,S100A6
chr1-153598419-153599284,S100A6
chr1-153616751-153617931,S100A6
chr1-153633299-153634614,S100A6
chr1-153649178-153650149,S100A6
chr1-153658007-153659125,S100A6
chr1-153670327-153672160,S100A6
chr1-153678402-153679988,S100A6
chr1-153727242-153729074,S100A6
chr1-153734343-153735195,S100A6
chr1-153749041-153749758,S100A6
chr1-153773096-153773879,S100A6
chr1-153774919-153776262,S100A6
chr1-153782979-153784163,S100A6
chr1-153790456-153791645,S100A6
chr1-153797059-153797515,S100A6
chr1-153805032-153806594,S100A6
chr1-153920398-153920696,S100A6
chr1-153921782-153923783,S100A6
chr1-153944504-153947073,S100A6
chr1-153957509-153958858,S100A6
chr1-153962593-153962916,S100A6
chr1-153963169-153963947,S100A6
chr1-153967104-153968023,S100A6
chr1-153985883-153987113,S100A6
chr1-153990323-153991123,S100A6
chr1-153976602-153978132,S100A6
chr1-153357164-153358371,S100A4
chr1-153375179-153375874,S100A4
chr1-153386141-153386994,S100A4
chr1-153390615-153391343,S100A4
chr1-153510737-153511232,S100A4
chr1-153532789-153533506,S100A4
chr1-153535198-153536560,S100A4
chr1-153540776-153541132,S100A4
chr1-153544669-153546090,S100A4
chr1-153565430-153566969,S100A4
chr1-153568387-153568854,S100A4
chr1-153572486-153573058,S100A4
chr1-153598419-153599284,S100A4
chr1-153616751-153617931,S100A4
chr1-153633299-153634614,S100A4
chr1-153649178-153650149,S100A4
chr1-153658007-153659125,S100A4
chr1-153670327-153672160,S100A4
chr1-153678402-153679988,S100A4
chr1-153727242-153729074,S100A4
chr1-153734343-153735195,S100A4
chr1-153749041-153749758,S100A4
chr1-153773096-153773879,S100A4
chr1-153774919-153776262,S100A4
chr1-153782979-153784163,S100A4
chr1-153790456-153791645,S100A4
chr1-153797059-153797515,S100A4
chr1-153805032-153806594,S100A4
chr1-153920398-153920696,S100A4
chr1-153921782-153923783,S100A4
chr1-153944504-153947073,S100A4
chr1-153957509-153958858,S100A4
chr1-153962593-153962916,S100A4
chr1-153963169-153963947,S100A4
chr1-153967104-153968023,S100A4
chr1-153985883-153987113,S100A4
chr1-153990323-153991123,S100A4
chr1-153976602-153978132,S100A4
chr1-153357164-153358371,CHTOP
chr1-153375179-153375874,CHTOP
chr1-153386141-153386994,CHTOP
chr1-153390615-153391343,CHTOP
chr1-153510737-153511232,CHTOP
chr1-153532789-153533506,CHTOP
chr1-153535198-153536560,CHTOP
chr1-153540776-153541132,CHTOP
chr1-153544669-153546090,CHTOP
chr1-153565430-153566969,CHTOP
chr1-153568387-153568854,CHTOP
chr1-153572486-153573058,CHTOP
chr1-153598419-153599284,CHTOP
chr1-153616751-153617931,CHTOP
chr1-153633299-153634614,CHTOP
chr1-153649178-153650149,CHTOP
chr1-153658007-153659125,CHTOP
chr1-153670327-153672160,CHTOP
chr1-153678402-153679988,CHTOP
chr1-153727242-153729074,CHTOP
chr1-153734343-153735195,CHTOP
chr1-153749041-153749758,CHTOP
chr1-153773096-153773879,CHTOP
chr1-153774919-153776262,CHTOP
chr1-153782979-153784163,CHTOP
chr1-153790456-153791645,CHTOP
chr1-153797059-153797515,CHTOP
chr1-153805032-153806594,CHTOP
chr1-153920398-153920696,CHTOP
chr1-153921782-153923783,CHTOP
chr1-153944504-153947073,CHTOP
chr1-153957509-153958858,CHTOP
chr1-153962593-153962916,CHTOP
chr1-153963169-153963947,CHTOP
chr1-153967104-153968023,CHTOP
chr1-153985883-153987113,CHTOP
chr1-153990323-153991123,CHTOP
chr1-153976602-153978132,CHTOP
chr1-153357164-153358371,SNAPIN
chr1-153375179-153375874,SNAPIN
chr1-153386141-153386994,SNAPIN
chr1-153390615-153391343,SNAPIN
chr1-153510737-153511232,SNAPIN
chr1-153532789-153533506,SNAPIN
chr1-153535198-153536560,SNAPIN
chr1-153540776-153541132,SNAPIN
chr1-153544669-153546090,SNAPIN
chr1-153565430-153566969,SNAPIN
chr1-153568387-153568854,SNAPIN
chr1-153572486-153573058,SNAPIN
chr1-153598419-153599284,SNAPIN
chr1-153616751-153617931,SNAPIN
chr1-153633299-153634614,SNAPIN
chr1-153649178-153650149,SNAPIN
chr1-153658007-153659125,SNAPIN
chr1-153670327-153672160,SNAPIN
chr1-153678402-153679988,SNAPIN
chr1-153727242-153729074,SNAPIN
chr1-153734343-153735195,SNAPIN
chr1-153749041-153749758,SNAPIN
chr1-153773096-153773879,SNAPIN
chr1-153774919-153776262,SNAPIN
chr1-153782979-153784163,SNAPIN
chr1-153790456-153791645,SNAPIN
chr1-153797059-153797515,SNAPIN
chr1-153805032-153806594,SNAPIN
chr1-153920398-153920696,SNAPIN
chr1-153921782-153923783,SNAPIN
chr1-153944504-153947073,SNAPIN
chr1-153957509-153958858,SNAPIN
chr1-153962593-153962916,SNAPIN
chr1-153963169-153963947,SNAPIN
chr1-153967104-153968023,SNAPIN
chr1-153985883-153987113,SNAPIN
chr1-153990323-153991123,SNAPIN
chr1-154157449-154158661,SNAPIN
chr1-153976602-153978132,SNAPIN
chr1-153357164-153358371,ILF2
chr1-153375179-153375874,ILF2
chr1-153386141-153386994,ILF2
chr1-153390615-153391343,ILF2
chr1-153510737-153511232,ILF2
chr1-153532789-153533506,ILF2
chr1-153535198-153536560,ILF2
chr1-153540776-153541132,ILF2
chr1-153544669-153546090,ILF2
chr1-153565430-153566969,ILF2
chr1-153568387-153568854,ILF2
chr1-153572486-153573058,ILF2
chr1-153598419-153599284,ILF2
chr1-153616751-153617931,ILF2
chr1-153633299-153634614,ILF2
chr1-153649178-153650149,ILF2
chr1-153658007-153659125,ILF2
chr1-153670327-153672160,ILF2
chr1-153678402-153679988,ILF2
chr1-153727242-153729074,ILF2
chr1-153734343-153735195,ILF2
chr1-153749041-153749758,ILF2
chr1-153773096-153773879,ILF2
chr1-153774919-153776262,ILF2
chr1-153782979-153784163,ILF2
chr1-153790456-153791645,ILF2
chr1-153797059-153797515,ILF2
chr1-153805032-153806594,ILF2
chr1-153920398-153920696,ILF2
chr1-153921782-153923783,ILF2
chr1-153944504-153947073,ILF2
chr1-153957509-153958858,ILF2
chr1-153962593-153962916,ILF2
chr1-153963169-153963947,ILF2
chr1-153967104-153968023,ILF2
chr1-153985883-153987113,ILF2
chr1-153990323-153991123,ILF2
chr1-154157449-154158661,ILF2
chr1-153976602-153978132,ILF2
chr1-153357164-153358371,INTS3
chr1-153375179-153375874,INTS3
chr1-153386141-153386994,INTS3
chr1-153390615-153391343,INTS3
chr1-153510737-153511232,INTS3
chr1-153532789-153533506,INTS3
chr1-153535198-153536560,INTS3
chr1-153540776-153541132,INTS3
chr1-153544669-153546090,INTS3
chr1-153565430-153566969,INTS3
chr1-153568387-153568854,INTS3
chr1-153572486-153573058,INTS3
chr1-153598419-153599284,INTS3
chr1-153616751-153617931,INTS3
chr1-153633299-153634614,INTS3
chr1-153649178-153650149,INTS3
chr1-153658007-153659125,INTS3
chr1-153670327-153672160,INTS3
chr1-153678402-153679988,INTS3
chr1-153727242-153729074,INTS3
chr1-153734343-153735195,INTS3
chr1-153749041-153749758,INTS3
chr1-153773096-153773879,INTS3
chr1-153774919-153776262,INTS3
chr1-153782979-153784163,INTS3
chr1-153790456-153791645,INTS3
chr1-153797059-153797515,INTS3
chr1-153805032-153806594,INTS3
chr1-153920398-153920696,INTS3
chr1-153921782-153923783,INTS3
chr1-153944504-153947073,INTS3
chr1-153957509-153958858,INTS3
chr1-153962593-153962916,INTS3
chr1-153963169-153963947,INTS3
chr1-153967104-153968023,INTS3
chr1-153985883-153987113,INTS3
chr1-153990323-153991123,INTS3
chr1-154157449-154158661,INTS3
chr1-154180077-154180658,INTS3
chr1-154181917-154183560,INTS3
chr1-154198892-154199760,INTS3
chr1-154220038-154221962,INTS3
chr1-154265501-154266061,INTS3
chr1-153976602-153978132,INTS3
chr1-154271627-154273119,INTS3
chr1-153357164-153358371,SLC27A3
chr1-153375179-153375874,SLC27A3
chr1-153386141-153386994,SLC27A3
chr1-153390615-153391343,SLC27A3
chr1-153510737-153511232,SLC27A3
chr1-153532789-153533506,SLC27A3
chr1-153535198-153536560,SLC27A3
chr1-153540776-153541132,SLC27A3
chr1-153544669-153546090,SLC27A3
chr1-153565430-153566969,SLC27A3
chr1-153568387-153568854,SLC27A3
chr1-153572486-153573058,SLC27A3
chr1-153598419-153599284,SLC27A3
chr1-153616751-153617931,SLC27A3
chr1-153633299-153634614,SLC27A3
chr1-153649178-153650149,SLC27A3
chr1-153658007-153659125,SLC27A3
chr1-153670327-153672160,SLC27A3
chr1-153678402-153679988,SLC27A3
chr1-153727242-153729074,SLC27A3
chr1-153734343-153735195,SLC27A3
chr1-153749041-153749758,SLC27A3
chr1-153773096-153773879,SLC27A3
chr1-153774919-153776262,SLC27A3
chr1-153782979-153784163,SLC27A3
chr1-153790456-153791645,SLC27A3
chr1-153797059-153797515,SLC27A3
chr1-153805032-153806594,SLC27A3
chr1-153920398-153920696,SLC27A3
chr1-153921782-153923783,SLC27A3
chr1-153944504-153947073,SLC27A3
chr1-153957509-153958858,SLC27A3
chr1-153962593-153962916,SLC27A3
chr1-153963169-153963947,SLC27A3
chr1-153967104-153968023,SLC27A3
chr1-153985883-153987113,SLC27A3
chr1-153990323-153991123,SLC27A3
chr1-154157449-154158661,SLC27A3
chr1-154180077-154180658,SLC27A3
chr1-154181917-154183560,SLC27A3
chr1-154198892-154199760,SLC27A3
chr1-154220038-154221962,SLC27A3
chr1-154265501-154266061,SLC27A3
chr1-153976602-153978132,SLC27A3
chr1-154271627-154273119,SLC27A3
chr1-153357164-153358371,GATAD2B
chr1-153375179-153375874,GATAD2B
chr1-153386141-153386994,GATAD2B
chr1-153390615-153391343,GATAD2B
chr1-153510737-153511232,GATAD2B
chr1-153532789-153533506,GATAD2B
chr1-153535198-153536560,GATAD2B
chr1-153540776-153541132,GATAD2B
chr1-153544669-153546090,GATAD2B
chr1-153565430-153566969,GATAD2B
chr1-153568387-153568854,GATAD2B
chr1-153572486-153573058,GATAD2B
chr1-153598419-153599284,GATAD2B
chr1-153616751-153617931,GATAD2B
chr1-153633299-153634614,GATAD2B
chr1-153649178-153650149,GATAD2B
chr1-153658007-153659125,GATAD2B
chr1-153670327-153672160,GATAD2B
chr1-153678402-153679988,GATAD2B
chr1-153727242-153729074,GATAD2B
chr1-153734343-153735195,GATAD2B
chr1-153749041-153749758,GATAD2B
chr1-153773096-153773879,GATAD2B
chr1-153774919-153776262,GATAD2B
chr1-153782979-153784163,GATAD2B
chr1-153790456-153791645,GATAD2B
chr1-153797059-153797515,GATAD2B
chr1-153805032-153806594,GATAD2B
chr1-153920398-153920696,GATAD2B
